batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B026981,590,474,880,80,789,774,534,193,204,422,877,89,906,608,846,96,454,926,685,431,576,566,915,150,371,564,901,573,220,440
B027200,912,190,959,935,921,405,725,229,442,867,758,964,142,166,434,485,91,399,878,734,878,707,572,705,159,669,467,389,164,240
B031668,876,849,128,523,23,150,94,50,706,757,189,455,24,45,191,680,472,919,370,191,934,848,977,699,136,983,325,376,263,426
B004019,412,454,142,17,103,194,517,887,857,510,913,741,147,170,366,740,352,408,237,608,991,287,739,421,862,269,690,477,239,141
B041110,61,407,626,140,620,572,743,594,901,548,70,49,362,769,801,17,46,135,621,719,332,504,64,106,614,733,519,919,600,361
B046080,321,782,474,324,384,559,705,197,15,170,871,625,92,591,41,353,701,231,723,163,289,560,474,876,575,309,393,247,62,856
B025006,812,701,958,565,445,108,770,961,951,987,256,590,56,708,696,3,472,878,555,715,844,816,228,847,780,879,676,25,254,295
B010208,789,828,285,590,225,446,485,798,454,161,500,656,99,396,15,574,755,578,593,92,422,385,396,330,378,413,288,931,635,844
B029224,464,175,338,838,479,111,433,527,743,235,781,232,966,266,412,274,320,215,93,203,605,123,773,737,295,779,637,422,546,104
B011205,317,585,574,172,978,422,420,61,123,500,612,463,904,52,536,810,97,662,401,25,649,107,397,713,366,393,298,564,26,445
B045514,875,28,194,305,684,330,660,243,700,491,606,815,289,60,688,226,567,124,98,265,172,420,135,384,141,958,90,956,551,137
B008549,440,779,415,292,945,771,851,526,90,908,299,847,131,733,509,521,507,981,294,764,653,531,998,737,829,626,710,85,732,45
B030891,903,138,142,503,185,709,52,284,385,953,960,26,896,760,141,716,26,685,196,827,49,65,790,42,457,253,106,948,625,137
B012192,729,516,513,948,648,393,351,89,805,412,892,455,504,700,753,852,198,405,138,717,608,732,140,81,931,869,41,883,269,631
B014279,232,111,914,795,549,372,926,234,225,575,896,765,65,648,471,336,959,109,175,837,374,389,218,87,733,815,25,365,633,276
B039064,254,928,949,141,174,56,800,782,149,426,531,21,579,252,131,882,810,434,860,480,106,773,795,972,975,890,952,541,998,312
B002680,564,337,56,681,539,206,970,790,324,688,285,602,486,441,519,800,889,634,710,846,720,743,792,203,347,408,916,823,785,656
B002183,382,60,805,136,645,733,256,393,36,145,536,817,690,392,946,182,434,134,97,414,571,269,822,87,831,200,976,880,654,851
B036124,163,365,465,611,723,622,14,17,4,36,938,431,807,176,245,902,88,75,233,804,620,362,1,644,94,804,884,580,412,93
B049574,931,443,578,872,536,549,348,353,831,868,42,666,793,159,738,175,901,108,858,139,298,649,767,921,182,472,45,220,853,675
B013549,188,479,525,449,33,961,55,575,584,150,65,2,270,966,443,918,763,849,751,828,651,340,688,920,983,841,498,515,424,832
B031765,832,300,274,757,484,366,474,281,69,186,563,239,111,310,671,905,182,482,995,203,522,446,62,711,267,354,291,407,436,336
B002892,64,852,130,478,851,989,476,589,203,750,926,287,674,525,597,834,953,131,925,672,410,993,952,40,554,793,581,163,881,106
B009940,939,335,687,202,153,308,270,217,838,381,324,403,766,306,119,568,382,302,598,840,919,432,765,545,516,295,405,625,171,437
B034651,57,245,725,158,292,521,870,534,11,550,958,900,733,273,368,457,701,408,280,898,42,520,593,968,180,729,633,964,75,743
B034432,992,315,465,870,647,599,353,196,918,139,68,643,826,668,0,265,640,686,692,367,762,125,521,939,454,536,796,610,642,905
B003553,920,95,904,169,266,367,186,635,410,743,334,970,948,617,336,840,115,15,124,33,766,911,226,169,149,982,159,509,944,674
B007967,549,325,257,27,100,832,562,569,850,976,78,466,670,570,715,151,940,344,996,142,957,841,228,274,798,247,657,422,152,782
B002341,730,444,917,865,76,839,148,705,186,605,354,364,772,890,7,941,55,175,252,672,714,735,478,927,755,671,701,518,372,562
B034622,23,453,543,566,783,185,653,269,588,913,442,978,966,286,703,188,662,345,830,457,912,691,942,124,188,895,9,18,979,421
B018041,184,734,861,788,994,831,265,409,139,653,116,612,908,538,337,92,341,288,728,792,582,996,582,61,905,171,145,166,165,764
B003702,470,905,960,389,243,896,542,683,564,723,686,644,898,81,267,148,957,903,122,427,234,357,526,83,677,192,456,578,900,980
B006479,535,911,908,507,469,925,498,689,605,59,429,744,287,112,227,618,25,718,730,543,642,122,968,178,498,583,414,168,790,221
B039807,796,587,440,93,834,136,770,883,736,934,632,50,123,79,297,346,375,854,25,317,844,677,980,45,435,74,179,440,555,532
B037032,663,15,975,39,406,981,190,90,637,933,657,244,812,276,8,192,621,385,679,186,735,679,548,400,800,200,818,635,579,117
B007889,153,825,922,599,6,462,273,564,68,773,417,669,829,787,513,489,965,492,756,122,119,443,903,504,291,988,517,517,109,373
B038696,200,759,711,832,483,91,497,690,2,389,369,9,112,242,615,791,526,239,456,141,939,300,833,442,612,207,742,247,459,404
B006283,86,969,446,699,691,887,513,953,945,521,20,707,283,931,140,739,774,445,558,104,514,264,88,298,555,378,91,400,385,406
B013556,483,415,613,297,216,151,239,53,510,391,878,450,736,574,833,404,285,906,300,8,351,839,900,247,538,529,203,878,949,463
B036707,543,878,357,26,177,678,620,192,65,151,673,628,716,873,946,687,302,145,738,855,716,486,757,67,674,995,855,459,518,402
B030639,43,316,827,234,751,326,630,599,110,519,480,868,356,402,126,821,669,304,419,415,963,844,154,184,974,408,324,430,197,503
B022196,889,186,623,545,214,347,45,810,282,396,561,137,666,686,832,686,355,543,204,352,357,395,871,179,769,877,940,140,492,377
B024769,35,920,851,590,516,560,80,761,191,971,453,262,419,330,263,226,347,238,560,71,976,670,99,291,602,790,164,194,627,224
B019867,174,593,628,266,141,851,384,643,913,15,368,683,450,411,302,973,730,375,133,156,867,593,900,587,76,899,782,941,943,742
B035691,498,862,840,453,908,951,362,505,108,708,408,742,244,870,225,155,812,440,332,112,680,466,153,212,190,951,369,352,743,918
B010512,931,68,304,324,811,918,756,101,133,553,505,948,380,621,492,186,556,19,80,406,484,197,808,410,772,419,262,661,427,460
B035756,183,112,672,34,789,681,707,497,13,182,644,146,800,14,606,214,571,606,414,36,160,701,687,488,961,739,305,448,727,503
B015852,344,706,436,785,109,291,464,240,389,258,332,508,863,709,675,11,691,520,896,460,592,752,228,227,832,803,7,414,918,786
B020512,306,611,659,558,52,498,642,539,465,76,761,498,567,804,480,792,889,8,882,774,918,969,921,748,405,743,280,92,517,599
B026392,944,939,261,389,428,485,651,397,331,438,769,436,69,751,612,653,880,972,255,62,29,96,785,839,320,937,568,800,197,794
B037001,98,190,946,169,458,574,459,333,655,966,821,176,777,529,744,760,890,190,965,313,962,341,377,577,645,554,32,112,545,779
B040301,807,125,500,764,592,430,19,879,893,670,786,771,600,862,475,23,769,69,439,901,792,415,903,172,158,110,182,263,620,634
B037451,821,44,97,967,730,965,320,845,187,804,276,725,352,906,618,274,391,80,684,158,313,790,429,650,223,409,83,15,912,606
B025266,773,40,367,212,268,133,93,105,352,26,699,660,630,811,373,617,361,980,570,169,687,526,918,879,511,324,119,885,954,115
B046014,364,337,207,71,639,407,52,356,611,759,233,242,98,140,253,742,394,565,881,617,682,0,746,36,352,367,786,818,741,511
B002072,984,261,753,701,190,999,292,560,513,377,69,883,390,559,290,839,690,290,222,834,266,162,437,934,506,531,612,303,848,206
B042635,596,789,609,746,715,488,531,207,826,274,451,817,466,148,561,908,466,663,765,911,668,313,350,455,450,31,334,771,473,470
B044032,521,531,173,514,238,274,643,282,761,201,822,726,205,635,890,142,735,430,409,663,879,503,897,600,223,779,847,570,191,843
B009672,381,990,915,406,466,275,109,375,459,30,132,160,683,292,812,837,81,800,253,550,46,966,686,578,65,17,600,157,690,713
B020033,398,227,480,252,74,719,827,139,544,47,517,521,681,97,758,288,136,721,265,418,19,240,500,475,608,950,655,626,376,285
B028138,732,434,666,112,927,537,422,161,547,719,596,987,355,312,101,127,721,217,146,133,442,212,177,127,841,245,725,226,971,689
B044691,654,54,317,142,625,190,918,215,726,941,469,767,485,562,469,169,131,507,964,317,19,788,126,835,722,751,908,962,891,747
B007688,863,365,571,813,741,251,778,511,610,359,237,352,471,575,218,252,303,897,581,924,676,302,293,266,509,267,159,485,634,512
B036268,807,644,217,245,430,938,705,226,220,940,262,598,242,474,91,531,323,655,25,738,287,886,429,58,648,249,452,151,399,766
B043900,733,472,316,496,902,210,239,585,586,853,178,745,920,795,543,507,547,602,270,587,247,796,335,538,631,872,933,863,436,220
B041297,309,92,159,422,376,559,674,924,939,682,663,657,215,245,888,523,618,144,114,231,977,944,104,32,758,978,262,376,398,989
B003548,692,502,951,650,501,552,756,825,674,133,891,48,611,315,340,565,525,157,282,523,583,925,792,491,4,302,341,75,648,509
B044678,934,65,466,873,45,224,343,575,189,957,469,51,56,373,916,812,772,822,223,482,128,282,418,527,522,537,938,705,474,548
B044309,762,405,632,884,17,745,209,735,231,301,583,960,382,347,67,182,642,514,918,479,166,618,775,75,545,565,941,404,31,341
B023529,391,724,79,798,989,620,301,266,52,626,307,583,181,378,960,836,923,388,840,393,785,964,654,306,427,848,570,417,208,636
B043778,131,875,686,24,756,624,145,554,693,612,327,379,779,112,109,103,309,933,393,791,483,382,572,477,417,322,274,244,689,811
B008876,212,46,659,301,276,500,842,130,905,634,660,171,354,747,546,78,567,145,247,633,4,763,215,906,771,218,800,670,836,910
B013978,152,178,475,903,958,302,669,424,993,697,892,399,830,866,90,219,845,386,380,304,558,797,412,264,288,87,429,764,666,511
B027369,985,331,568,468,975,174,732,848,539,487,826,298,661,523,264,869,48,272,42,16,5,982,113,84,488,498,334,725,326,390
B020643,62,37,504,659,655,347,742,707,256,6,721,548,962,612,896,93,861,554,594,126,593,624,206,194,743,337,819,713,283,0
B010988,816,674,685,671,439,273,380,17,33,56,679,605,174,464,745,214,766,883,532,620,413,41,299,26,977,805,406,503,589,200
B034930,665,825,69,165,842,20,758,842,729,226,846,960,441,368,244,128,303,812,208,614,988,25,671,222,648,330,137,421,443,522
B031622,920,197,761,742,934,658,893,93,462,498,223,218,530,185,748,144,50,606,485,674,177,382,801,435,711,460,761,991,859,262
B047705,772,972,479,367,164,75,132,879,169,637,543,3,184,502,347,136,964,277,682,32,43,740,710,566,677,576,71,689,422,234
B045986,857,755,966,443,259,267,129,129,737,647,779,651,292,314,142,61,207,424,97,858,515,772,357,620,181,561,834,568,619,688
B019808,466,461,515,572,432,300,617,448,531,102,756,731,506,347,86,266,731,638,115,191,414,284,212,834,789,864,698,499,422,843
B015118,331,33,510,253,841,864,674,640,20,256,524,238,354,598,3,202,986,921,146,241,832,779,78,671,770,332,655,322,124,527
B019613,120,909,979,212,658,526,698,163,464,570,965,801,835,500,914,452,518,241,550,536,444,42,841,835,222,724,56,438,778,900
B046971,673,797,715,400,107,292,267,714,175,706,502,698,421,246,702,637,62,742,266,66,785,294,157,657,145,495,844,515,901,889
B005754,227,938,86,386,619,574,579,197,963,134,971,393,657,809,536,174,663,933,572,848,57,926,428,116,385,759,744,401,210,191
B009184,676,955,156,20,694,841,225,981,534,85,489,530,145,571,272,584,974,100,681,253,770,198,156,17,246,531,873,113,362,107
B042838,186,437,290,889,783,854,995,434,570,926,1,263,1,913,773,851,626,129,607,597,70,469,243,255,434,980,460,248,439,897
B023139,997,638,732,310,579,776,644,849,311,274,249,154,634,215,640,974,477,35,675,455,901,627,690,966,316,415,832,399,902,493
B029266,633,636,477,134,635,934,757,272,697,893,488,121,959,15,175,525,382,734,298,383,399,810,494,462,50,395,126,396,981,252
B046872,143,159,582,507,357,428,348,725,271,184,481,586,140,732,229,489,529,279,456,455,239,399,200,363,670,950,753,212,104,645
B001890,243,275,87,927,511,756,986,152,363,48,89,929,950,248,442,936,799,744,164,141,891,745,615,552,910,230,358,817,894,368
B030017,320,184,309,440,747,60,382,690,625,225,810,145,862,495,217,710,475,552,333,504,397,195,85,735,854,565,355,339,615,956
B007306,558,469,770,299,820,784,524,551,538,255,293,325,834,786,821,263,611,835,786,54,709,877,63,282,762,536,848,40,211,749
B046589,565,804,928,240,617,339,18,368,239,622,235,819,995,106,810,27,1,215,669,997,280,682,989,374,832,956,279,986,123,749
B011771,829,297,765,616,805,63,307,967,413,541,238,810,998,358,863,295,248,639,83,628,602,240,724,131,426,379,174,973,391,186
B040354,25,676,379,116,995,981,272,597,834,2,712,907,515,328,741,626,425,963,274,399,771,296,469,291,745,346,6,555,87,902
B029075,585,127,772,249,217,887,48,978,242,214,916,983,696,316,920,623,179,476,740,214,383,70,341,884,363,174,841,20,731,518
B012218,685,547,924,560,14,40,776,362,953,708,340,532,742,771,100,313,742,67,214,870,856,466,98,188,511,719,574,820,684,617
B042114,429,114,328,165,606,995,489,777,803,646,775,314,814,794,317,102,405,99,851,341,81,515,742,348,254,709,872,404,902,685
B013183,335,851,296,613,733,180,356,354,523,724,701,278,235,723,971,930,866,855,696,20,505,911,626,689,393,9,771,41,992,176
B008088,720,536,270,750,584,540,940,930,977,615,494,302,792,261,530,162,42,904,152,117,841,402,213,475,164,539,232,90,854,170
B031512,207,903,170,679,995,356,493,633,365,173,588,197,573,957,667,372,331,841,638,192,461,596,670,86,915,570,533,468,454,542
B029225,312,834,27,813,947,990,608,748,918,95,70,851,467,584,356,932,891,116,80,474,488,62,621,298,911,817,285,920,228,280
B028959,691,3,481,131,736,261,607,820,429,379,750,692,96,892,390,105,866,26,703,606,739,442,326,963,713,330,529,564,39,407
B018637,199,592,134,146,83,251,705,138,224,482,922,329,819,320,272,822,570,810,186,252,327,544,715,140,922,54,808,447,693,23
B000767,108,74,309,419,357,453,723,930,148,851,580,372,588,359,79,933,884,292,929,347,936,778,781,8,262,850,33,71,985,935
B039340,665,622,968,501,577,687,389,204,504,121,385,728,787,189,506,691,847,279,749,360,146,385,703,394,776,589,57,411,188,355
B022850,43,918,341,297,928,772,468,635,641,720,902,488,635,660,842,887,438,550,460,76,841,935,838,506,989,693,365,543,94,176
B043044,676,126,111,524,341,570,403,353,869,990,99,508,611,399,269,224,590,418,454,706,565,308,978,727,424,986,463,264,547,144
B044399,8,647,402,161,952,125,433,573,938,162,135,69,943,753,308,252,319,761,123,453,9,171,840,152,283,882,447,651,279,437
B026476,505,329,523,748,218,594,706,749,691,293,421,8,115,282,601,63,334,320,6,787,260,407,327,920,958,882,933,314,653,373
B048197,136,481,723,395,177,374,548,578,58,104,625,42,412,638,706,719,824,500,260,28,766,886,494,142,34,662,119,151,754,666
B000471,645,613,612,487,897,265,525,675,147,72,684,278,149,400,513,647,939,523,946,626,892,777,863,664,971,157,389,705,687,281
B008797,839,699,484,560,798,976,933,492,966,449,309,955,100,69,333,233,413,40,697,553,651,571,151,578,164,421,991,890,931,548
B008911,694,248,501,67,105,939,450,895,440,38,814,391,679,746,279,982,902,398,247,528,530,694,157,809,271,637,62,760,613,674
B001004,819,983,803,3,766,807,65,477,751,632,609,865,942,934,802,296,278,133,844,374,275,601,746,414,916,113,971,592,153,593
B032602,774,141,628,545,92,153,46,359,841,352,618,768,417,943,350,626,348,772,551,195,318,270,133,352,185,570,815,987,984,495
B009973,109,907,279,80,82,326,917,305,61,656,325,504,992,85,587,747,910,296,237,805,639,358,54,269,310,886,71,612,791,339
B037367,783,854,357,978,190,136,850,23,269,771,839,934,254,780,135,77,970,456,58,554,606,927,381,298,878,927,769,604,174,934
B012591,667,372,965,934,50,827,277,742,859,743,300,822,43,158,813,352,196,950,989,874,45,110,443,952,654,246,118,909,936,193
B013232,773,890,244,598,371,384,478,46,87,681,672,369,179,584,157,575,761,214,380,968,458,349,340,932,163,188,669,441,445,560
B014216,506,767,657,80,105,359,485,297,674,152,718,55,408,179,133,954,349,866,166,285,201,929,577,849,36,112,435,384,543,462
B001297,259,887,71,283,925,597,622,252,793,569,984,245,242,941,782,226,374,622,171,814,751,234,706,43,772,82,560,533,32,501
B016311,22,168,872,579,173,238,808,533,344,915,421,465,437,507,357,37,515,415,563,95,598,85,25,738,710,250,70,356,422,255
B044289,761,903,4,571,686,396,923,28,36,613,705,329,689,23,724,889,94,701,35,91,236,472,14,787,320,960,275,459,362,185
B026772,512,136,966,78,994,337,230,2,156,576,981,904,476,859,935,110,872,730,788,48,731,528,358,944,173,98,347,907,777,964
B040873,629,78,968,411,10,849,584,662,242,649,908,630,728,310,320,46,942,196,888,480,774,114,63,493,81,351,9,86,245,209
B019123,407,138,502,912,180,339,40,591,181,99,735,453,979,92,92,15,460,730,239,764,486,639,974,338,25,996,743,230,939,32
B020189,385,293,730,906,12,80,227,829,868,603,962,591,716,155,55,74,602,737,92,660,186,181,867,293,640,307,497,356,629,187
B008621,722,782,471,145,853,636,303,232,114,742,434,616,581,112,630,501,983,986,995,590,9,847,514,635,602,941,978,9,229,689
B040328,343,175,338,537,604,118,353,782,586,384,949,248,252,697,954,3,398,151,726,747,684,469,574,547,509,786,676,777,112,716
B005176,453,478,856,35,561,723,735,304,6,319,764,381,260,7,540,840,77,100,205,109,568,90,727,488,44,428,450,358,758,77
B045713,979,950,643,696,368,782,761,952,328,862,835,274,479,729,646,530,767,977,664,380,872,954,589,700,160,468,997,654,768,273
B020634,559,50,348,157,220,393,942,27,95,619,651,282,23,247,171,376,464,893,340,947,856,9,115,961,346,670,521,927,978,270
B040600,415,705,568,907,749,575,155,249,210,640,663,662,10,714,501,228,162,933,176,541,368,376,266,270,156,733,30,35,515,478
B024204,554,976,304,489,541,291,150,272,266,382,242,575,9,771,539,915,488,204,57,404,390,706,978,165,767,651,515,231,252,227
B013309,448,463,652,158,953,177,321,334,913,210,372,353,706,445,259,793,109,196,276,986,328,93,959,103,634,220,848,845,166,933
B040521,199,819,972,641,2,804,470,854,306,828,413,736,367,977,790,463,301,844,106,903,61,551,255,643,560,368,196,1,959,501
B034170,73,45,582,180,612,457,275,323,549,330,232,876,391,883,222,277,944,209,672,451,539,36,638,842,76,125,48,715,735,464
B038336,120,471,736,683,5,242,606,166,693,666,915,108,653,701,884,699,667,698,696,191,382,626,191,259,227,538,677,774,787,434
B048691,887,151,856,551,528,929,754,751,205,941,119,849,912,811,245,324,548,5,863,188,68,855,761,697,700,419,408,165,939,317
B015130,556,180,179,11,213,797,326,832,501,508,363,970,725,334,799,715,757,545,838,305,749,257,392,933,551,126,678,122,98,502
B025100,785,838,784,246,581,867,948,843,243,938,58,8,697,846,717,581,886,867,308,294,561,43,235,550,650,533,308,772,658,509
B033535,302,402,482,630,269,545,188,677,92,617,64,84,739,258,78,886,698,515,60,212,636,655,162,997,999,883,756,363,461,548
B045842,982,755,16,486,734,212,780,809,463,886,977,372,181,748,220,224,154,838,999,310,489,98,236,37,984,981,30,727,615,551
B048122,462,213,870,465,38,635,213,228,426,610,769,79,298,450,516,741,603,647,86,729,66,609,594,217,802,561,659,806,395,995
B018316,186,72,877,917,286,802,775,856,746,358,153,869,772,191,430,409,350,51,984,993,941,764,398,695,519,729,833,883,599,109
B010263,150,720,198,625,667,448,549,344,889,187,302,964,241,720,445,168,946,393,618,462,365,812,551,360,214,631,418,172,594,120
B032910,963,255,930,867,147,427,846,122,398,830,302,371,190,648,172,933,164,639,646,322,576,683,637,165,621,161,27,691,471,15
B013573,260,870,311,59,253,639,503,86,857,809,834,662,320,527,169,515,233,548,250,134,846,924,509,723,944,617,622,379,372,216
B049246,622,826,633,939,262,218,260,156,233,873,755,145,428,887,358,558,669,100,135,400,220,916,144,460,328,82,91,444,327,192
B003874,945,176,354,878,772,883,967,164,67,625,287,859,978,723,297,541,318,562,225,19,291,305,94,687,652,96,362,910,487,967
B046944,773,332,653,904,699,221,196,606,538,260,691,191,188,509,937,545,53,474,855,222,16,213,622,105,515,801,61,776,38,493
B013463,478,0,265,319,272,951,708,248,824,434,162,849,763,500,198,448,838,177,54,220,199,208,994,27,563,829,432,852,753,832
B032345,921,218,523,653,583,874,950,757,107,212,442,872,9,516,922,145,623,738,185,487,437,262,692,682,739,326,238,37,88,406
B008519,471,269,241,956,730,533,406,758,428,265,978,647,668,360,493,664,180,417,13,166,623,710,519,437,567,363,855,874,496,369
B024372,81,599,923,367,786,685,221,66,249,690,69,774,850,843,980,818,940,60,511,179,895,207,539,170,744,127,153,699,248,684
B000878,889,749,151,607,97,491,261,528,735,824,624,691,928,77,595,980,279,558,255,159,250,200,425,992,451,471,127,165,609,534
B031411,43,858,337,883,511,284,952,781,207,357,888,769,536,198,562,617,651,789,823,552,484,136,457,405,489,121,941,658,809,147
B037726,906,351,713,603,864,182,384,632,797,639,270,293,511,103,687,508,882,103,138,191,848,637,263,815,543,911,238,761,509,424
B014862,990,138,522,9,507,766,916,399,679,375,126,235,219,517,608,767,679,564,699,175,620,131,687,513,69,294,891,187,957,891
B039860,621,6,353,391,67,955,10,181,474,836,153,801,210,674,157,525,326,794,691,340,717,317,637,631,340,241,834,126,380,881
B047049,530,714,531,20,865,454,835,422,133,75,194,78,441,60,978,716,780,114,329,993,675,376,148,921,693,348,573,755,508,100
B013377,92,950,168,533,499,833,397,759,293,820,322,199,752,968,43,152,446,885,960,91,562,862,578,982,56,452,933,797,266,726
B006362,722,399,535,407,45,256,899,614,351,227,649,273,140,478,622,973,915,241,393,695,129,522,645,15,737,472,787,809,484,866
B022817,225,935,758,968,317,556,86,588,471,642,354,905,556,849,892,316,856,867,311,856,103,90,904,500,802,765,573,845,259,159
B025322,448,36,493,429,51,627,494,586,6,55,226,466,308,159,231,53,807,262,268,396,35,990,235,632,66,56,169,703,348,671
B048757,497,670,353,651,761,157,369,149,531,531,688,61,523,877,7,419,802,689,99,393,724,956,570,327,788,640,188,593,882,505
B021417,489,698,589,855,115,790,521,866,47,594,896,52,924,772,502,56,103,430,153,676,568,994,533,538,802,637,844,172,12,94
B042246,957,949,975,522,170,528,590,234,805,218,872,772,125,46,930,648,669,380,417,473,511,404,472,818,473,737,469,514,914,301
B008930,621,950,485,57,543,17,845,842,185,909,968,634,689,267,233,17,316,481,271,607,704,833,339,489,799,807,155,971,843,353
B028499,867,447,987,673,709,986,61,11,268,814,823,6,697,991,225,585,385,921,492,231,789,386,179,658,306,375,919,972,176,402
B037749,822,606,206,719,158,950,480,73,91,243,622,66,162,809,224,970,83,800,182,120,403,905,91,191,689,440,634,396,552,982
B011972,372,193,949,882,539,753,404,733,634,794,272,983,560,307,93,560,375,895,127,560,34,473,39,203,575,409,579,215,109,873
B035002,127,196,488,939,631,698,436,91,647,703,312,260,127,565,730,91,207,673,83,692,937,393,495,165,609,315,790,923,79,749
B002400,824,168,548,24,302,268,157,557,889,396,65,284,611,160,451,391,870,353,79,707,756,307,347,656,470,623,483,298,275,776
B034568,13,247,757,420,2,747,449,70,693,288,657,683,998,947,478,39,544,946,497,186,155,756,471,241,511,565,505,386,245,219
B025676,184,97,730,314,144,91,820,654,982,835,916,328,466,739,636,143,965,666,384,749,803,37,810,31,185,269,523,911,489,293
B003119,37,357,480,550,521,881,296,563,226,593,954,47,66,714,46,825,859,925,479,820,937,943,795,35,652,594,916,755,517,827
B029182,267,944,44,185,763,409,522,786,428,751,960,684,295,271,32,497,801,804,460,323,125,275,333,882,357,417,496,363,207,30
B043583,380,845,431,508,357,264,643,805,384,57,341,3,679,74,1,787,388,899,472,264,97,539,649,5,31,458,288,651,947,987
B042590,266,507,505,612,623,552,11,462,922,444,596,882,104,758,440,613,455,403,756,572,340,976,245,792,965,146,388,224,887,471
B014066,779,502,406,698,280,212,415,608,679,294,499,954,886,877,62,535,283,261,191,956,811,195,340,147,850,600,134,385,631,841
B008994,998,621,964,56,572,457,370,739,423,44,289,786,236,348,380,891,822,460,86,444,422,115,330,908,93,424,706,938,278,731
B006142,175,275,721,564,523,936,889,920,149,974,920,353,696,302,273,255,752,134,110,782,447,368,178,165,84,428,31,776,673,546
B040040,222,737,812,17,999,36,756,490,821,691,105,456,27,971,617,885,409,54,559,323,224,990,211,715,966,710,144,966,748,228
B046081,213,816,9,203,52,274,135,998,151,916,96,14,198,139,458,872,661,313,146,575,825,233,776,530,764,187,722,900,714,639
B003084,27,620,842,332,142,528,327,367,349,80,680,895,969,167,987,768,703,758,325,98,632,282,71,588,776,79,796,449,741,448
B047248,746,415,316,104,632,5,680,373,152,422,572,554,999,61,819,300,673,925,495,883,878,502,259,402,152,999,853,844,425,306
B027453,271,204,14,312,789,818,205,238,672,383,905,811,275,220,842,599,788,716,513,305,587,123,98,687,202,105,96,260,510,812
B021795,400,278,747,342,260,90,105,9,724,555,432,461,484,111,256,409,315,662,511,603,26,117,909,431,789,174,877,583,573,878
B015038,422,460,761,424,179,507,873,830,438,553,515,935,741,631,516,778,742,770,37,612,356,739,979,262,596,941,319,553,240,436
B010786,978,321,297,250,717,198,126,719,746,188,719,958,228,860,578,597,649,514,404,959,443,375,597,148,640,775,259,639,406,796
B014002,442,603,747,290,790,32,531,667,570,964,839,378,375,488,477,759,261,200,541,443,203,779,613,466,318,973,977,809,443,108
B009504,654,514,625,818,947,657,373,674,183,874,716,963,480,459,545,253,337,930,771,466,410,114,161,764,375,252,367,111,355,530
B001761,878,123,655,112,942,551,222,526,77,275,519,692,8,941,65,753,545,301,190,465,616,62,489,904,240,401,199,371,892,547
B036883,479,449,318,45,300,788,665,854,912,79,485,345,900,863,661,224,642,263,523,806,701,509,185,726,99,451,308,229,360,611
B024310,866,607,359,912,947,603,634,544,275,213,303,360,296,780,654,746,283,995,806,79,274,986,579,935,643,945,74,566,623,70
B032891,497,800,850,985,816,122,930,291,223,997,351,6,541,628,965,818,326,158,888,352,784,217,25,721,253,78,942,222,846,554
B043243,812,102,668,273,770,711,167,590,271,109,165,805,866,194,941,933,652,793,705,485,799,446,440,870,416,879,172,177,580,87
B011171,43,730,123,821,782,396,682,888,242,743,318,619,244,779,457,455,217,157,440,907,596,299,135,131,829,207,585,653,594,13
B028591,494,916,443,511,687,579,423,520,782,729,667,498,291,337,637,616,534,824,207,701,784,509,309,765,215,885,478,681,148,742
B026167,365,454,594,889,439,189,261,953,120,939,413,545,69,745,416,207,222,972,140,142,391,467,475,600,536,297,457,615,572,297
B022021,54,276,39,652,42,371,129,989,955,129,780,729,976,330,389,974,205,288,840,702,121,82,200,272,651,552,676,66,593,823
B038352,270,481,523,298,582,338,886,737,73,414,546,261,609,831,606,631,782,520,203,853,777,626,376,600,962,344,112,6,527,808
B027022,283,594,741,469,942,633,701,151,853,900,829,356,50,42,161,643,695,819,148,227,795,608,986,195,886,944,285,735,158,219
B029726,327,755,266,441,104,219,559,280,708,729,33,907,212,828,882,385,315,469,764,233,177,869,413,950,501,42,387,29,443,434
B028269,316,684,883,373,43,177,334,866,454,801,366,872,941,851,78,535,317,859,183,346,593,589,651,532,461,134,273,206,450,24
B041281,923,382,378,915,796,364,191,957,1,391,42,640,155,969,119,496,503,431,119,386,274,846,383,65,892,436,50,794,783,524
B033851,360,216,511,406,587,59,176,511,4,429,433,960,410,826,380,95,808,484,938,846,124,455,905,625,701,178,79,603,749,743
B048827,361,86,177,980,0,211,705,753,121,256,889,423,611,113,579,13,914,215,28,390,414,967,402,959,293,199,896,520,129,297
B040058,662,874,706,471,916,129,876,367,929,628,345,701,534,700,533,180,480,734,552,314,756,885,417,594,555,984,711,177,29,785
B032660,169,717,693,474,828,477,502,306,749,433,38,293,926,603,545,312,227,60,0,889,111,936,89,287,388,760,337,272,988,929
B043249,961,791,664,466,139,299,255,48,515,533,59,624,825,664,512,177,385,506,311,756,929,994,498,226,80,61,265,372,672,426
B026397,626,1,348,817,905,499,969,371,116,966,409,370,866,344,910,720,331,676,128,787,194,266,458,555,271,705,868,261,844,600
B019331,304,51,186,417,322,600,816,942,69,687,188,127,992,328,622,327,535,797,101,414,914,549,405,484,708,404,76,70,15,581
B031327,880,164,782,939,806,159,917,827,341,203,15,214,309,56,215,967,827,476,830,42,98,234,371,457,582,73,508,716,845,794
