serial_nbr,batchID
S003B024676,B024676
S000B035249,B035249
S006B036254,B036254
S001B015304,B015304
S002B048109,B048109
S007B014660,B014660
S007B043592,B043592
S001B020847,B020847
S007B006727,B006727
S004B050013,B050013
S004B042214,B042214
S007B002536,B002536
S009B038951,B038951
S005B016018,B016018
S003B030023,B030023
S007B034108,B034108
S009B045342,B045342
S002B021768,B021768
S004B000064,B000064
S007B040095,B040095
S001B036346,B036346
S002B042143,B042143
S002B008663,B008663
S002B033572,B033572
S009B008994,B008994
S007B011496,B011496
S008B042869,B042869
S007B023529,B023529
S007B048242,B048242
S000B014899,B014899
S008B001529,B001529
S002B043887,B043887
S007B020532,B020532
S008B004107,B004107
S001B004080,B004080
S007B018202,B018202
S005B013212,B013212
S009B023991,B023991
S000B035134,B035134
S005B028703,B028703
S001B021130,B021130
S007B030158,B030158
S003B016472,B016472
S004B004782,B004782
S005B010784,B010784
S009B008553,B008553
S006B020106,B020106
S007B029615,B029615
S008B007192,B007192
S009B035580,B035580
S008B025073,B025073
S009B034781,B034781
S000B036084,B036084
S005B035701,B035701
S007B044678,B044678
S004B024898,B024898
S001B048233,B048233
S009B013797,B013797
S004B031299,B031299
S008B002680,B002680
S004B047842,B047842
S007B015496,B015496
S005B002753,B002753
S008B023446,B023446
S002B021796,B021796
S007B021271,B021271
S007B021559,B021559
S000B038850,B038850
S001B047270,B047270
S009B012591,B012591
S006B045268,B045268
S005B016403,B016403
S004B040442,B040442
S009B001273,B001273
S009B044838,B044838
S005B018192,B018192
S005B025676,B025676
S000B015236,B015236
S009B013635,B013635
S002B039489,B039489
S007B004909,B004909
S004B042290,B042290
S008B010904,B010904
S003B011600,B011600
S001B026466,B026466
S005B028243,B028243
S003B036346,B036346
S007B047645,B047645
S003B036051,B036051
S005B040416,B040416
S000B019939,B019939
S004B021937,B021937
S008B023996,B023996
S000B045599,B045599
S001B029812,B029812
S007B010290,B010290
S000B021155,B021155
S008B002985,B002985
S009B013338,B013338
S004B046284,B046284
S007B037706,B037706
S003B038306,B038306
S000B016043,B016043
S008B043735,B043735
S007B023180,B023180
S003B049855,B049855
S008B039725,B039725
S003B001761,B001761
S001B013978,B013978
S000B036575,B036575
S008B006485,B006485
S009B021718,B021718
S001B005842,B005842
S006B017836,B017836
S006B039295,B039295
S002B022250,B022250
S004B005581,B005581
S007B033653,B033653
S009B012830,B012830
S007B042533,B042533
S001B049073,B049073
S007B026329,B026329
S005B042214,B042214
S005B024877,B024877
S005B010867,B010867
S004B002970,B002970
S001B018717,B018717
S001B024896,B024896
S004B040757,B040757
S006B036548,B036548
S001B007465,B007465
S009B019293,B019293
S000B023116,B023116
S004B032749,B032749
S001B006083,B006083
S006B030905,B030905
S005B039851,B039851
S000B034061,B034061
S002B022507,B022507
S005B008834,B008834
S000B038270,B038270
S005B039864,B039864
S005B021815,B021815
S000B009359,B009359
S001B005133,B005133
S009B036775,B036775
S000B026844,B026844
S008B042116,B042116
S007B015469,B015469
S008B005133,B005133
S001B047919,B047919
S000B015670,B015670
S004B046058,B046058
S003B039563,B039563
S009B008663,B008663
S002B027593,B027593
S001B035443,B035443
S004B036678,B036678
S007B011754,B011754
S005B023460,B023460
S006B030443,B030443
S005B035694,B035694
S001B032910,B032910
S008B045995,B045995
S005B038337,B038337
S005B044697,B044697
S003B030437,B030437
S000B023767,B023767
S002B023564,B023564
S008B039740,B039740
S001B015670,B015670
S007B010563,B010563
S009B044404,B044404
S001B037248,B037248
S004B035312,B035312
S001B032264,B032264
S007B019329,B019329
S006B045212,B045212
S004B024032,B024032
S000B007526,B007526
S005B049770,B049770
S001B043906,B043906
S003B030075,B030075
S005B029971,B029971
S005B047383,B047383
S009B016356,B016356
S002B027481,B027481
S002B004272,B004272
S007B026179,B026179
S004B012475,B012475
S007B018330,B018330
S009B007373,B007373
S001B022441,B022441
S003B024501,B024501
S007B046081,B046081
S000B012468,B012468
S008B047282,B047282
S004B011075,B011075
S004B010257,B010257
S007B015876,B015876
S001B006062,B006062
S008B047223,B047223
S002B044323,B044323
S005B043053,B043053
S006B023263,B023263
S003B013813,B013813
S004B027731,B027731
S003B005296,B005296
S008B000078,B000078
S008B004632,B004632
S004B002271,B002271
S004B037098,B037098
S000B036036,B036036
S008B019951,B019951
S002B004702,B004702
S006B014592,B014592
S004B046866,B046866
S008B029856,B029856
S004B024669,B024669
S002B015375,B015375
S000B013064,B013064
S007B047574,B047574
S000B011650,B011650
S001B023767,B023767
S006B041437,B041437
S008B014090,B014090
S002B047581,B047581
S000B045972,B045972
S008B024389,B024389
S003B003263,B003263
S008B034666,B034666
S009B035719,B035719
S005B003584,B003584
S009B014674,B014674
S001B001582,B001582
S006B017327,B017327
S002B041508,B041508
S006B024183,B024183
S008B048564,B048564
S007B046628,B046628
S007B004514,B004514
S001B046914,B046914
S008B023877,B023877
S000B045347,B045347
S005B017723,B017723
S007B035249,B035249
S008B035258,B035258
S003B010958,B010958
S008B023213,B023213
S005B037894,B037894
S007B004710,B004710
S000B000348,B000348
S008B022383,B022383
S002B014897,B014897
S003B015663,B015663
S001B045160,B045160
S007B046014,B046014
S001B008330,B008330
S007B004272,B004272
S006B019479,B019479
S000B038257,B038257
S006B033518,B033518
S004B004524,B004524
S007B040957,B040957
S001B040603,B040603
S009B003548,B003548
S008B048201,B048201
S002B007698,B007698
S007B032191,B032191
S009B018858,B018858
S002B006253,B006253
S005B019081,B019081
S005B032891,B032891
S004B048490,B048490
S006B017357,B017357
S008B008005,B008005
S005B009448,B009448
S003B009588,B009588
S007B015818,B015818
S002B028463,B028463
S005B003154,B003154
S009B033221,B033221
S007B043192,B043192
S001B011293,B011293
S001B017346,B017346
S004B010372,B010372
S007B049343,B049343
S006B035499,B035499
S008B030710,B030710
S005B038258,B038258
S009B028957,B028957
S001B000419,B000419
S005B018811,B018811
S001B010542,B010542
S002B046284,B046284
S008B046228,B046228
S006B035045,B035045
S002B022441,B022441
S003B015686,B015686
S006B002929,B002929
S002B040957,B040957
S007B025334,B025334
S002B038039,B038039
S003B039295,B039295
S000B040498,B040498
S006B030045,B030045
S003B018717,B018717
S009B033908,B033908
S001B022456,B022456
S001B032355,B032355
S003B000030,B000030
S009B041695,B041695
S008B037600,B037600
S009B005176,B005176
S003B025572,B025572
S009B035283,B035283
S004B006944,B006944
S009B044955,B044955
S004B033723,B033723
S001B036832,B036832
S004B047645,B047645
S003B039145,B039145
S009B000147,B000147
S001B025891,B025891
S009B022586,B022586
S005B011496,B011496
S004B033673,B033673
S001B028828,B028828
S007B044955,B044955
S001B027183,B027183
S009B006590,B006590
S001B041826,B041826
S001B030812,B030812
S001B004276,B004276
S003B022663,B022663
S006B008054,B008054
S004B027358,B027358
S009B009525,B009525
S007B036529,B036529
S009B022250,B022250
S007B044687,B044687
S000B033653,B033653
S001B000397,B000397
S001B023149,B023149
S000B032670,B032670
S002B030104,B030104
S004B045082,B045082
S006B044838,B044838
S004B005380,B005380
S004B000837,B000837
S005B004172,B004172
S002B003304,B003304
S001B042992,B042992
S000B005599,B005599
S001B037005,B037005
S009B023947,B023947
S007B009601,B009601
S007B023438,B023438
S001B013088,B013088
S003B032323,B032323
S005B047101,B047101
S004B013348,B013348
S007B012635,B012635
S003B025334,B025334
S009B026780,B026780
S000B008914,B008914
S008B003225,B003225
S008B014786,B014786
S003B037678,B037678
S009B008954,B008954
S003B027872,B027872
S008B032355,B032355
S002B016403,B016403
S002B027318,B027318
S003B034963,B034963
S003B015069,B015069
S002B031765,B031765
S005B045082,B045082
S007B003798,B003798
S005B036236,B036236
S000B015118,B015118
S003B030385,B030385
S004B015350,B015350
S009B037382,B037382
S003B048346,B048346
S004B005318,B005318
S009B034531,B034531
S004B034791,B034791
S004B047239,B047239
S005B022521,B022521
S001B045201,B045201
S002B032536,B032536
S001B017767,B017767
S002B042869,B042869
S009B032774,B032774
S003B017376,B017376
S005B034442,B034442
S005B036014,B036014
S000B002929,B002929
S000B034121,B034121
S004B010075,B010075
S004B006727,B006727
S001B026816,B026816
S003B012321,B012321
S009B022827,B022827
S009B038803,B038803
S005B015974,B015974
S001B038039,B038039
S002B048489,B048489
S002B031442,B031442
S003B022107,B022107
S004B030075,B030075
S007B039428,B039428
S002B037317,B037317
S002B015446,B015446
S009B043887,B043887
S000B037674,B037674
S000B032729,B032729
S004B021558,B021558
S008B029987,B029987
S006B019869,B019869
S009B032988,B032988
S009B037454,B037454
S004B041857,B041857
S009B026583,B026583
S001B047239,B047239
S007B014798,B014798
S001B006391,B006391
S000B003543,B003543
S003B028249,B028249
S005B028909,B028909
S007B016054,B016054
S005B046868,B046868
S007B027973,B027973
S001B037771,B037771
S003B019936,B019936
S005B010400,B010400
S004B027534,B027534
S000B020679,B020679
S004B037451,B037451
S002B005377,B005377
S007B000603,B000603
S002B004863,B004863
S000B035325,B035325
S005B047223,B047223
S009B023446,B023446
S005B005097,B005097
S000B028308,B028308
S000B022653,B022653
S004B002753,B002753
S003B007529,B007529
S005B045347,B045347
S006B010223,B010223
S004B000267,B000267
S001B043778,B043778
S001B033230,B033230
S009B010406,B010406
S006B036708,B036708
S009B005390,B005390
S005B041025,B041025
S003B016550,B016550
S006B006485,B006485
S007B012327,B012327
S009B024843,B024843
S000B037098,B037098
S002B043631,B043631
S001B033075,B033075
S003B037945,B037945
S000B047049,B047049
S006B039835,B039835
S009B000132,B000132
S002B010406,B010406
S008B044610,B044610
S000B026012,B026012
S006B011792,B011792
S000B010581,B010581
S004B049209,B049209
S007B046228,B046228
S000B001414,B001414
S002B006084,B006084
S002B013064,B013064
S009B011597,B011597
S001B021306,B021306
S005B001365,B001365
S003B029246,B029246
S002B018440,B018440
S008B032724,B032724
S004B015446,B015446
S001B023996,B023996
S000B041491,B041491
S000B015918,B015918
S000B026248,B026248
S001B030905,B030905
S009B044687,B044687
S005B043451,B043451
S002B047317,B047317
S008B017961,B017961
S008B024877,B024877
S006B015236,B015236
S001B009345,B009345
S006B048489,B048489
S009B024886,B024886
S001B034111,B034111
S007B039653,B039653
S007B038352,B038352
S002B036529,B036529
S003B029070,B029070
S008B015394,B015394
S009B012882,B012882
S000B031327,B031327
S007B023149,B023149
S003B012657,B012657
S009B032847,B032847
S005B026521,B026521
S004B010678,B010678
S002B013496,B013496
S002B018330,B018330
S007B023998,B023998
S007B004524,B004524
S000B026881,B026881
S001B021163,B021163
S006B013297,B013297
S007B032211,B032211
S002B013297,B013297
S008B041321,B041321
S007B008823,B008823
S007B004888,B004888
S006B046978,B046978
S004B032355,B032355
S009B004192,B004192
S006B040921,B040921
S008B048013,B048013
S004B034180,B034180
S003B034160,B034160
S001B025810,B025810
S004B029670,B029670
S003B005176,B005176
S008B020532,B020532
S001B019819,B019819
S006B024676,B024676
S006B008114,B008114
S008B044667,B044667
S005B049524,B049524
S007B001368,B001368
S005B001582,B001582
S003B002058,B002058
S006B015670,B015670
S008B037436,B037436
S006B022312,B022312
S000B005738,B005738
S003B030820,B030820
S000B050096,B050096
S005B016451,B016451
S008B041979,B041979
S003B029854,B029854
S007B049865,B049865
S003B033147,B033147
S007B006380,B006380
S007B013629,B013629
S001B007526,B007526
S002B048701,B048701
S002B021073,B021073
S001B048757,B048757
S008B038002,B038002
S009B048477,B048477
S003B044668,B044668
S001B036014,B036014
S006B043058,B043058
S006B015786,B015786
S008B019280,B019280
S008B005781,B005781
S005B007159,B007159
S009B023007,B023007
S005B010542,B010542
S000B008815,B008815
S001B044336,B044336
S006B044520,B044520
S003B007306,B007306
S005B012506,B012506
S008B010958,B010958
S008B004300,B004300
S006B044336,B044336
S007B032822,B032822
S007B027114,B027114
S003B036832,B036832
S006B043246,B043246
S008B011496,B011496
S007B022332,B022332
S007B036908,B036908
S000B038638,B038638
S008B015354,B015354
S008B009602,B009602
S004B017195,B017195
S002B037764,B037764
S007B050096,B050096
S009B005712,B005712
S007B017906,B017906
S006B042802,B042802
S006B008312,B008312
S009B011600,B011600
S007B048489,B048489
S007B047193,B047193
S001B026179,B026179
S005B043302,B043302
S000B047456,B047456
S009B027407,B027407
S005B025073,B025073
S008B027214,B027214
S009B031692,B031692
S001B005933,B005933
S001B037764,B037764
S003B018783,B018783
S002B007644,B007644
S004B034781,B034781
S001B019107,B019107
S004B016356,B016356
S004B008718,B008718
S000B037164,B037164
S000B018547,B018547
S001B038352,B038352
S003B033244,B033244
S004B013762,B013762
S000B038663,B038663
S003B014996,B014996
S007B014090,B014090
S001B048346,B048346
S009B049246,B049246
S006B044610,B044610
S001B016403,B016403
S009B005435,B005435
S006B028944,B028944
S001B025258,B025258
S008B042135,B042135
S003B031774,B031774
S001B019933,B019933
S009B018637,B018637
S005B047076,B047076
S006B044070,B044070
S002B049022,B049022
S000B018714,B018714
S007B011387,B011387
S009B044618,B044618
S005B020478,B020478
S001B009520,B009520
S006B047383,B047383
S001B002985,B002985
S005B031168,B031168
S007B000190,B000190
S009B027593,B027593
S009B016999,B016999
S002B005176,B005176
S007B004759,B004759
S009B028730,B028730
S008B010989,B010989
S004B014216,B014216
S001B006862,B006862
S006B033908,B033908
S006B004888,B004888
S004B014210,B014210
S002B007363,B007363
S003B048305,B048305
S005B047048,B047048
S002B048759,B048759
S008B045201,B045201
S000B007766,B007766
S001B018202,B018202
S005B041719,B041719
S000B044336,B044336
S000B000078,B000078
S006B045347,B045347
S006B009887,B009887
S009B030821,B030821
S006B033801,B033801
S009B041049,B041049
S000B018811,B018811
S008B006283,B006283
S002B014660,B014660
S000B030812,B030812
S009B023421,B023421
S004B021435,B021435
S005B004611,B004611
S001B039087,B039087
S000B007633,B007633
S004B043949,B043949
S008B026621,B026621
S008B047439,B047439
S007B020473,B020473
S004B009488,B009488
S006B025676,B025676
S005B033041,B033041
S002B013797,B013797
S009B011742,B011742
S002B007271,B007271
S008B028959,B028959
S006B046870,B046870
S003B045270,B045270
S003B005053,B005053
S001B009710,B009710
S003B014899,B014899
S000B017836,B017836
S003B021130,B021130
S008B029182,B029182
S000B000419,B000419
S002B033908,B033908
S007B017834,B017834
S006B030821,B030821
S007B039489,B039489
S003B012830,B012830
S002B033931,B033931
S004B046566,B046566
S009B004145,B004145
S003B046757,B046757
S002B042568,B042568
S008B040278,B040278
S002B046914,B046914
S008B034095,B034095
S006B042143,B042143
S009B028790,B028790
S008B002403,B002403
S007B049022,B049022
S008B039075,B039075
S005B015592,B015592
S002B047878,B047878
S001B005959,B005959
S005B003875,B003875
S006B009520,B009520
S002B043845,B043845
S007B048379,B048379
S008B031244,B031244
S008B048403,B048403
S004B003439,B003439
S000B016750,B016750
S006B036868,B036868
S006B025293,B025293
S002B047919,B047919
S009B036434,B036434
S002B025176,B025176
S007B017836,B017836
S006B026780,B026780
S000B004573,B004573
S003B022629,B022629
S000B021915,B021915
S007B016509,B016509
S004B020086,B020086
S000B044091,B044091
S000B019166,B019166
S008B007643,B007643
S006B024176,B024176
S009B019774,B019774
S007B011215,B011215
S002B014216,B014216
S007B038336,B038336
S008B019174,B019174
S005B015311,B015311
S004B026119,B026119
S000B025616,B025616
S002B046428,B046428
S009B047794,B047794
S007B024183,B024183
S008B050359,B050359
S009B038337,B038337
S008B032659,B032659
S008B046971,B046971
S007B035804,B035804
S007B043467,B043467
S005B039653,B039653
S002B012607,B012607
S002B046888,B046888
S002B006062,B006062
S009B000450,B000450
S009B034227,B034227
S004B048171,B048171
S002B004710,B004710
S007B031404,B031404
S002B032949,B032949
S002B035177,B035177
S003B043053,B043053
S002B004632,B004632
S000B001230,B001230
S000B045026,B045026
S005B044653,B044653
S001B020092,B020092
S007B037126,B037126
S004B047373,B047373
S007B030443,B030443
S008B024834,B024834
S005B028722,B028722
S005B032143,B032143
S003B029644,B029644
S006B016640,B016640
S009B020231,B020231
S008B049286,B049286
S009B000218,B000218
S002B010988,B010988
S001B007803,B007803
S005B040697,B040697
S009B002741,B002741
S009B041871,B041871
S006B008330,B008330
S007B007308,B007308
S002B016451,B016451
S003B028203,B028203
S005B035567,B035567
S001B004608,B004608
S004B029987,B029987
S007B018714,B018714
S003B012435,B012435
S002B045486,B045486
S000B048851,B048851
S009B049213,B049213
S009B046658,B046658
S007B033908,B033908
S009B008004,B008004
S007B012807,B012807
S000B026583,B026583
S006B041355,B041355
S005B034791,B034791
S002B017195,B017195
S000B028893,B028893
S003B036014,B036014
S005B047192,B047192
S008B047796,B047796
S008B028681,B028681
S003B005618,B005618
S002B007846,B007846
S000B003776,B003776
S003B009624,B009624
S008B024669,B024669
S004B013771,B013771
S008B019479,B019479
S005B007306,B007306
S005B004888,B004888
S007B006293,B006293
S009B040268,B040268
S002B037436,B037436
S009B047101,B047101
S001B030927,B030927
S005B016717,B016717
S002B038528,B038528
S002B048720,B048720
S002B010678,B010678
S009B043815,B043815
S006B008401,B008401
S003B023160,B023160
S008B005805,B005805
S001B009912,B009912
S001B018398,B018398
S006B021699,B021699
S007B043838,B043838
S009B007053,B007053
S008B046036,B046036
S005B043820,B043820
S005B047970,B047970
S000B013813,B013813
S003B047239,B047239
S001B012830,B012830
S007B042853,B042853
S009B013549,B013549
S004B003548,B003548
S005B030795,B030795
S007B015354,B015354
S004B001208,B001208
S008B045764,B045764
S009B019884,B019884
S003B012142,B012142
S000B036051,B036051
S006B007292,B007292
S000B002116,B002116
S008B019981,B019981
S005B020086,B020086
S006B018089,B018089
S001B005605,B005605
S008B013913,B013913
S008B014862,B014862
S005B029655,B029655
S006B015852,B015852
S008B003614,B003614
S000B046458,B046458
S004B040735,B040735
S007B019759,B019759
S009B020565,B020565
S002B024680,B024680
S007B040557,B040557
S005B030339,B030339
S003B034791,B034791
S001B010075,B010075
S001B004632,B004632
S009B019786,B019786
S005B024792,B024792
S002B000147,B000147
S004B016737,B016737
S002B024886,B024886
S004B012634,B012634
S008B049069,B049069
S006B007271,B007271
S007B011698,B011698
S005B031645,B031645
S009B029778,B029778
S007B035838,B035838
S004B036014,B036014
S008B021155,B021155
S007B000647,B000647
S007B017798,B017798
S007B023986,B023986
S002B011065,B011065
S009B047350,B047350
S002B013621,B013621
S009B017960,B017960
S004B044800,B044800
S009B019166,B019166
S006B034442,B034442
S009B023541,B023541
S007B046870,B046870
S008B030401,B030401
S004B021808,B021808
S004B024183,B024183
S004B046400,B046400
S005B012193,B012193
S006B033572,B033572
S003B026466,B026466
S009B012990,B012990
S002B024610,B024610
S008B034781,B034781
S006B011583,B011583
S003B028828,B028828
S002B005712,B005712
S003B045745,B045745
S004B011144,B011144
S003B015354,B015354
S004B002116,B002116
S009B023631,B023631
S000B013621,B013621
S003B012419,B012419
S001B040521,B040521
S009B029074,B029074
S007B038854,B038854
S007B049645,B049645
S009B043931,B043931
S006B023760,B023760
S000B031728,B031728
S004B034061,B034061
S007B034963,B034963
S003B034680,B034680
S004B015318,B015318
S000B012807,B012807
S005B047228,B047228
S003B042184,B042184
S002B034061,B034061
S004B044485,B044485
S005B046058,B046058
S008B037098,B037098
S001B035244,B035244
S003B007292,B007292
S003B008718,B008718
S001B033221,B033221
S008B021800,B021800
S007B047773,B047773
S009B047981,B047981
S009B007260,B007260
S005B020108,B020108
S005B033572,B033572
S000B043830,B043830
S004B043501,B043501
S000B041687,B041687
S004B016061,B016061
S003B000306,B000306
S001B025710,B025710
S007B024904,B024904
S007B045972,B045972
S006B021155,B021155
S004B031692,B031692
S002B035406,B035406
S008B004144,B004144
S002B043501,B043501
S001B043021,B043021
S003B041644,B041644
S000B024505,B024505
S000B007223,B007223
S003B035580,B035580
S000B022709,B022709
S000B035377,B035377
S002B040315,B040315
S000B035360,B035360
S000B012657,B012657
S009B049096,B049096
S001B018855,B018855
S002B032703,B032703
S008B036548,B036548
S009B030768,B030768
S003B014321,B014321
S006B012327,B012327
S001B003584,B003584
S009B011583,B011583
S009B016555,B016555
S000B004086,B004086
S006B022548,B022548
S009B028989,B028989
S008B041008,B041008
S002B043192,B043192
S004B032910,B032910
S007B032382,B032382
S004B015266,B015266
S001B045986,B045986
S008B034434,B034434
S002B022869,B022869
S000B015350,B015350
S005B034341,B034341
S002B045779,B045779
S004B017593,B017593
S009B038007,B038007
S008B044101,B044101
S007B036708,B036708
S002B024012,B024012
S008B020631,B020631
S002B002428,B002428
S006B000640,B000640
S001B004524,B004524
S000B032749,B032749
S004B025491,B025491
S009B050029,B050029
S004B004795,B004795
S005B005933,B005933
S009B023800,B023800
S005B029854,B029854
S009B046866,B046866
S002B041450,B041450
S004B026264,B026264
S007B021130,B021130
S005B012584,B012584
S009B004179,B004179
S002B033673,B033673
S002B012567,B012567
S005B026385,B026385
S000B004863,B004863
S004B018481,B018481
S009B025725,B025725
S001B014824,B014824
S008B045205,B045205
S005B039536,B039536
S003B022642,B022642
S009B034508,B034508
S001B049574,B049574
S000B010291,B010291
S002B004795,B004795
S000B044959,B044959
S005B016579,B016579
S006B002044,B002044
S004B004863,B004863
S004B022968,B022968
S003B048625,B048625
S006B010208,B010208
S007B032017,B032017
S007B023656,B023656
S007B002675,B002675
S004B012123,B012123
S008B005066,B005066
S008B031765,B031765
S007B037155,B037155
S000B046566,B046566
S003B047299,B047299
S001B031900,B031900
S001B010693,B010693
S002B032166,B032166
S009B022122,B022122
S003B043189,B043189
S002B013961,B013961
S007B020106,B020106
S004B014837,B014837
S002B011597,B011597
S000B036825,B036825
S002B003649,B003649
S008B035858,B035858
S004B015306,B015306
S002B019674,B019674
S009B031244,B031244
S003B027645,B027645
S006B001660,B001660
S001B029116,B029116
S009B019479,B019479
S002B011830,B011830
S004B049645,B049645
S003B049813,B049813
S004B041992,B041992
S007B023996,B023996
S001B011066,B011066
S000B049057,B049057
S003B015161,B015161
S001B046400,B046400
S006B035858,B035858
S000B045233,B045233
S000B002338,B002338
S000B013520,B013520
S006B001761,B001761
S007B043479,B043479
S004B016796,B016796
S008B030104,B030104
S007B024066,B024066
S009B019174,B019174
S007B016836,B016836
S006B035283,B035283
S002B032870,B032870
S003B010525,B010525
S006B047122,B047122
S003B019124,B019124
S005B039428,B039428
S008B030207,B030207
S009B002687,B002687
S005B047368,B047368
S004B020323,B020323
S006B006648,B006648
S007B029655,B029655
S004B036236,B036236
S006B027025,B027025
S009B038979,B038979
S002B030140,B030140
S004B016759,B016759
S000B005449,B005449
S009B048341,B048341
S006B046504,B046504
S002B031051,B031051
S006B047049,B047049
S008B025572,B025572
S005B048109,B048109
S004B022140,B022140
S004B038257,B038257
S000B001802,B001802
S005B022441,B022441
S002B024066,B024066
S005B013327,B013327
S003B023515,B023515
S007B045486,B045486
S002B015680,B015680
S003B041653,B041653
S005B006072,B006072
S000B023615,B023615
S008B048490,B048490
S008B015496,B015496
S000B003101,B003101
S000B035054,B035054
S001B041450,B041450
S007B002403,B002403
S006B035151,B035151
S007B006804,B006804
S008B000218,B000218
S003B006142,B006142
S005B024113,B024113
S002B023877,B023877
S001B010258,B010258
S006B035985,B035985
S005B046754,B046754
S009B049351,B049351
S008B029074,B029074
S007B019740,B019740
S009B046459,B046459
S008B013813,B013813
S000B011682,B011682
S002B036636,B036636
S009B010257,B010257
S007B022250,B022250
S000B002680,B002680
S002B018701,B018701
S008B005842,B005842
S006B013813,B013813
S008B004920,B004920
S002B037164,B037164
S003B014249,B014249
S001B035719,B035719
S003B028959,B028959
S002B007308,B007308
S009B035044,B035044
S009B040971,B040971
S008B026012,B026012
S009B006844,B006844
S002B043302,B043302
S005B020959,B020959
S000B013338,B013338
S004B045347,B045347
S006B010909,B010909
S004B020267,B020267
S001B003798,B003798
S004B039540,B039540
S004B007578,B007578
S006B011692,B011692
S006B023180,B023180
S000B020268,B020268
S007B042214,B042214
S006B033796,B033796
S003B022124,B022124
S006B009934,B009934
S006B034680,B034680
S004B000421,B000421
S000B009904,B009904
S003B000078,B000078
S009B009726,B009726
S006B015354,B015354
S000B042821,B042821
S002B007815,B007815
S003B035798,B035798
S002B049367,B049367
S006B043949,B043949
S001B009904,B009904
S000B030023,B030023
S006B001308,B001308
S007B009672,B009672
S000B040173,B040173
S008B016146,B016146
S001B010988,B010988
S004B000647,B000647
S008B006712,B006712
S006B032290,B032290
S001B033583,B033583
S003B017834,B017834
S005B002680,B002680
S001B028243,B028243
S001B001680,B001680
S000B025227,B025227
S003B012862,B012862
S005B007053,B007053
S006B024379,B024379
S009B022653,B022653
S004B017346,B017346
S003B041111,B041111
S002B002157,B002157
S006B025373,B025373
S006B033590,B033590
S005B047299,B047299
S002B003708,B003708
S000B008056,B008056
S004B030740,B030740
S004B012321,B012321
S007B002044,B002044
S000B042184,B042184
S008B031404,B031404
S002B024183,B024183
S008B049096,B049096
S001B037166,B037166
S005B041653,B041653
S002B040173,B040173
S000B031214,B031214
S008B001895,B001895
S007B040555,B040555
S004B013813,B013813
S004B017275,B017275
S000B001153,B001153
S001B007578,B007578
S002B010936,B010936
S004B049855,B049855
S002B038541,B038541
S007B009520,B009520
S006B044833,B044833
S006B011600,B011600
S009B040259,B040259
S004B028703,B028703
S001B011169,B011169
S003B024176,B024176
S009B024792,B024792
S007B041025,B041025
S006B044627,B044627
S002B006395,B006395
S006B031505,B031505
S004B032010,B032010
S009B014660,B014660
S008B019494,B019494
S008B045779,B045779
S009B007186,B007186
S002B043179,B043179
S004B010253,B010253
S005B048759,B048759
S000B028724,B028724
S006B004172,B004172
S005B045013,B045013
S006B021831,B021831
S000B044609,B044609
S000B039563,B039563
S000B041281,B041281
S001B038501,B038501
S002B010542,B010542
S005B047159,B047159
S007B029890,B029890
S006B042420,B042420
S002B003319,B003319
S006B032822,B032822
S009B044610,B044610
S006B028730,B028730
S003B031692,B031692
S003B003911,B003911
S006B032703,B032703
S008B047083,B047083
S002B000396,B000396
S001B039428,B039428
S006B045089,B045089
S004B015974,B015974
S001B001696,B001696
S007B046757,B046757
S009B024389,B024389
S003B011770,B011770
S001B001297,B001297
S008B026262,B026262
S007B018351,B018351
S001B036192,B036192
S006B025386,B025386
S000B031991,B031991
S002B004721,B004721
S007B003685,B003685
S007B022140,B022140
S005B042658,B042658
S002B031570,B031570
S004B027481,B027481
S003B043430,B043430
S006B004529,B004529
S002B026784,B026784
S006B047846,B047846
S004B018844,B018844
S007B003025,B003025
S007B000421,B000421
S009B034061,B034061
S006B021306,B021306
S007B039547,B039547
S005B046944,B046944
S005B033391,B033391
S001B048033,B048033
S001B023947,B023947
S000B001529,B001529
S004B000892,B000892
S001B002183,B002183
S002B031244,B031244
S000B016311,B016311
S005B041049,B041049
S005B018566,B018566
S001B007053,B007053
S006B009720,B009720
S003B008395,B008395
S009B046757,B046757
S009B011861,B011861
S008B027356,B027356
S004B018523,B018523
S009B039898,B039898
S003B045741,B045741
S003B005959,B005959
S003B021463,B021463
S003B001309,B001309
S004B034432,B034432
S008B022456,B022456
S005B043038,B043038
S007B036627,B036627
S000B014573,B014573
S008B024176,B024176
S009B007017,B007017
S008B025791,B025791
S005B040600,B040600
S004B042747,B042747
S002B023529,B023529
S004B005197,B005197
S009B049957,B049957
S008B040644,B040644
S009B032811,B032811
S009B039994,B039994
S003B017906,B017906
S004B001660,B001660
S007B023084,B023084
S007B015553,B015553
S003B019585,B019585
S004B006881,B006881
S001B012970,B012970
S000B008001,B008001
S008B019810,B019810
S004B006648,B006648
S007B050014,B050014
S004B016841,B016841
S003B028571,B028571
S003B044323,B044323
S004B009460,B009460
S004B003025,B003025
S009B032166,B032166
S000B033572,B033572
S005B048477,B048477
S009B039740,B039740
S003B014501,B014501
S008B046697,B046697
S004B025111,B025111
S006B018289,B018289
S006B044460,B044460
S008B013496,B013496
S001B014210,B014210
S001B012796,B012796
S004B025187,B025187
S005B011650,B011650
S002B050287,B050287
S002B028587,B028587
S009B026504,B026504
S009B021130,B021130
S003B005234,B005234
S006B040416,B040416
S000B049447,B049447
S005B047705,B047705
S000B004001,B004001
S001B018723,B018723
S009B024407,B024407
